lead_time,total_stay,adr,total_guests,total_of_special_requests,hotel,arrival_date_month,market_segment,distribution_channel,customer_type,deposit_type,is_repeated_guest,actual_is_canceled,pred_cancel_prob
28,3,95.0,2.0,0,City Hotel,March,Groups,TA/TO,Transient,Non Refund,0,1,0.9902097649981275
103,4,188.4,2.0,1,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.36818101165887324
482,2,62.8,2.0,0,City Hotel,November,Groups,TA/TO,Transient,Non Refund,0,1,0.998847355394574
61,4,187.2,2.0,1,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.3702454486209193
16,7,58.5,2.0,1,Resort Hotel,April,Offline TA/TO,TA/TO,Contract,No Deposit,0,0,0.059681560439387764
229,6,89.1,2.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.52274505244605
78,3,115.68,2.0,1,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.35099978288647493
183,2,54.5,1.0,0,Resort Hotel,April,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.2788772113389703
20,6,59.0,3.0,0,Resort Hotel,January,Direct,Direct,Transient,No Deposit,0,0,0.16917881868305032
211,4,115.63,2.0,0,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.6867435712069675
125,7,41.76,2.0,0,Resort Hotel,May,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.21747538104982708
22,1,191.0,2.0,1,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.26060946353084563
313,1,89.1,2.0,0,City Hotel,May,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.48420136417927256
156,5,106.25,2.0,1,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.45256502665602616
1,1,66.0,2.0,0,Resort Hotel,December,Direct,Direct,Transient,No Deposit,0,0,0.14401498951695757
68,1,37.0,2.0,1,Resort Hotel,January,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.14428078250092047
3,1,0.0,2.0,1,City Hotel,April,Complementary,Direct,Transient,No Deposit,0,0,0.0979557753606379
9,2,35.0,1.0,0,Resort Hotel,February,Corporate,Corporate,Transient,No Deposit,0,0,0.15598328518924262
2,4,94.35,2.0,1,City Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.28141993833694035
40,4,63.0,2.0,1,City Hotel,December,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.11797102147919784
7,1,58.0,1.0,0,Resort Hotel,April,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.11190998355872323
27,3,68.0,2.0,1,Resort Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.20231463918180728
85,4,104.4,2.0,2,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.21534553743853768
5,4,143.5,2.0,1,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.2825576291836118
21,5,109.6,2.0,1,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.3141148947280936
7,3,61.0,1.0,0,City Hotel,August,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.09077401859814696
1,1,30.0,1.0,0,Resort Hotel,January,Corporate,Corporate,Transient,No Deposit,1,0,0.11101844236079379
16,4,102.0,2.0,2,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.1891922352173139
44,2,89.1,2.0,1,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.2704645007755697
323,1,125.1,3.0,2,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.44921561992147957
11,1,212.0,1.0,1,City Hotel,September,Online TA,TA/TO,Contract,No Deposit,0,1,0.2022917336804955
7,1,35.0,1.0,0,Resort Hotel,January,Corporate,Direct,Transient,No Deposit,0,0,0.08889216779807584
25,4,52.0,2.0,2,Resort Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.14465020831483097
15,5,45.0,2.0,0,Resort Hotel,February,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.16502481111613243
55,4,93.0,3.0,2,Resort Hotel,February,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.12006574770967807
190,14,117.0,2.0,1,Resort Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,1,0.5474296306407664
245,6,222.0,2.0,2,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.40161862991824565
2,1,119.0,1.0,1,City Hotel,April,Corporate,Corporate,Transient,No Deposit,1,0,0.09008588747900273
83,6,46.67,1.0,0,City Hotel,March,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.11682879499772375
59,4,1.0,1.0,0,City Hotel,February,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.23532364509859938
366,4,104.0,1.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.7831760975770127
6,2,124.0,1.0,1,City Hotel,August,Direct,Direct,Transient,No Deposit,0,0,0.08684164533487793
126,3,57.5,1.0,0,City Hotel,April,Groups,TA/TO,Transient,Non Refund,0,1,0.9935510876008758
48,1,80.4,2.0,0,City Hotel,April,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.1834196442213031
72,3,203.4,2.0,1,Resort Hotel,September,Direct,Direct,Transient,No Deposit,0,0,0.11200395126661034
100,2,158.5,2.0,0,Resort Hotel,August,Offline TA/TO,TA/TO,Transient,No Deposit,0,1,0.2252459243725076
0,1,114.0,1.0,1,City Hotel,August,Online TA,TA/TO,Contract,No Deposit,0,0,0.1774720931162147
32,2,190.0,2.0,2,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.1833668452168628
144,4,126.9,2.0,3,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,1,0.13265869448710432
153,1,62.0,2.0,0,Resort Hotel,May,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.20166252290234865
98,3,70.0,1.0,0,City Hotel,November,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.2701297172318037
124,3,94.5,2.0,0,City Hotel,August,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,1,0.17119522096738884
47,5,58.56,1.0,0,Resort Hotel,April,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.15428045306395577
468,1,59.0,1.0,0,City Hotel,October,Groups,TA/TO,Transient,Non Refund,0,1,0.9985352489646435
33,4,83.7,2.0,2,City Hotel,March,Direct,Direct,Transient,No Deposit,0,0,0.04500082352939581
118,3,179.1,4.0,2,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.25266787250655254
169,3,170.0,2.0,0,City Hotel,June,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9909221003177038
101,2,135.0,2.0,1,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.3586728702922195
11,4,38.4,2.0,1,Resort Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.2435727335310838
66,3,196.2,3.0,0,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,1,0.5988553931584677
626,3,62.8,2.0,0,City Hotel,November,Groups,TA/TO,Transient,Non Refund,0,1,0.9994303763819987
3,1,65.0,3.0,1,City Hotel,March,Direct,Direct,Transient,No Deposit,0,0,0.07340402581838994
27,1,120.0,2.0,0,City Hotel,June,Offline TA/TO,Corporate,Transient-Party,No Deposit,0,1,0.07308026200137836
117,14,166.43,3.0,1,Resort Hotel,June,Direct,Direct,Transient,No Deposit,0,0,0.21340879393093248
0,1,58.0,2.0,2,Resort Hotel,January,Direct,Direct,Transient,No Deposit,0,0,0.029080712308120944
56,2,89.1,2.0,0,City Hotel,June,Direct,Direct,Transient,No Deposit,0,0,0.18604845817447926
106,3,131.4,2.0,2,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.23346080184299567
68,2,75.0,2.0,0,City Hotel,February,Groups,TA/TO,Transient,Non Refund,0,1,0.9935400360775136
322,1,75.0,2.0,1,City Hotel,May,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.16272831725141304
37,4,71.25,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.19486820672138727
39,1,149.0,2.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.4678056215453191
48,1,80.0,1.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.0902590652577226
215,3,110.0,2.0,0,Resort Hotel,June,Groups,TA/TO,Transient,Non Refund,0,1,0.99525928080399
4,20,108.35,1.0,0,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.651857724403667
279,3,110.0,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9942760839401086
102,2,87.0,1.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.13852294586981145
15,6,75.0,2.0,0,City Hotel,February,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.22000814426146006
208,5,67.15,2.0,1,City Hotel,August,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.203657336358362
180,7,108.0,2.0,1,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.43419778627244227
143,4,84.0,2.0,0,Resort Hotel,April,Groups,TA/TO,Transient,Non Refund,0,1,0.993973629205202
20,4,139.0,3.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.37745292928819923
6,1,90.0,2.0,0,City Hotel,May,Groups,Corporate,Transient,Non Refund,0,1,0.9838324087900799
94,4,62.0,2.0,0,Resort Hotel,February,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.2725946047959405
87,1,12.0,2.0,0,City Hotel,August,Groups,TA/TO,Transient,Non Refund,0,1,0.9913168981610285
11,1,94.16,3.0,2,Resort Hotel,May,Online TA,TA/TO,Transient,No Deposit,1,0,0.10763123687600575
90,2,179.0,2.0,0,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.5200257729734195
123,3,125.0,2.0,0,Resort Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.507035779804561
244,3,36.0,2.0,0,Resort Hotel,September,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9878593308860188
235,2,96.3,2.0,1,City Hotel,August,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.3660633082566052
82,2,149.4,2.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.5287861950163507
136,3,93.6,2.0,1,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,1,0.359970166111195
409,3,112.67,2.0,1,City Hotel,May,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.44709564750424396
232,3,91.8,2.0,2,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.36808941818559554
55,1,104.0,2.0,0,City Hotel,April,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.12428365412277226
10,3,146.67,2.0,1,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.27953946139318353
112,3,72.67,1.0,2,Resort Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.16221912569688676
479,3,112.67,2.0,1,City Hotel,August,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.3434036278476964
82,5,84.15,2.0,1,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.3196531876998416
87,4,75.0,2.0,0,City Hotel,December,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.26507400688549027
36,2,64.0,2.0,0,Resort Hotel,November,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.18733453263225117
69,6,209.0,2.0,0,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.5621943496512416
213,2,115.0,2.0,0,City Hotel,June,Groups,TA/TO,Transient,Non Refund,0,1,0.99606318840397
159,2,70.0,2.0,1,City Hotel,April,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.09396184344945244
77,3,198.0,2.0,0,Resort Hotel,August,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9855501106600848
122,4,109.5,2.0,3,Resort Hotel,June,Direct,Direct,Transient,No Deposit,0,1,0.029629953279048216
0,1,50.0,1.0,1,Resort Hotel,November,Corporate,Corporate,Transient,No Deposit,0,0,0.06827932910757652
161,2,120.0,2.0,0,City Hotel,May,Groups,TA/TO,Transient,Non Refund,0,1,0.9952066646671998
212,6,203.67,2.0,4,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.11023546458671343
55,4,114.9,2.0,0,Resort Hotel,September,Direct,Direct,Transient,No Deposit,0,1,0.16865300943039033
198,6,140.0,2.0,3,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.16356269630313872
232,8,38.81,2.0,1,Resort Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.5139418653393228
167,4,141.0,2.0,2,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.2805539892652068
33,1,66.0,1.0,2,Resort Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.12428680247413433
37,3,105.0,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,1,0.12687211767387538
80,2,90.0,2.0,0,City Hotel,March,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9813165230839327
128,5,79.2,2.0,0,City Hotel,November,Direct,Direct,Transient,No Deposit,0,0,0.2903518743274323
61,2,91.0,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.12976439835290368
9,2,90.0,2.0,0,City Hotel,November,Groups,Direct,Transient-Party,No Deposit,0,0,0.11253261371835178
24,3,109.33,2.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.3296754631847139
102,3,144.0,2.0,1,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.37612971213985225
3,2,50.0,2.0,0,Resort Hotel,March,Direct,Direct,Transient,No Deposit,1,0,0.09893321512622925
61,2,80.0,2.0,0,City Hotel,January,Groups,TA/TO,Transient,Non Refund,0,1,0.9919628367865071
221,3,65.0,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.23249114728381334
109,2,153.0,2.0,0,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.5551961027304861
71,3,250.0,4.0,0,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.6359555480116361
37,2,150.0,2.0,1,Resort Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.251761039677904
14,4,190.23,4.0,1,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.3348065512294542
155,6,97.75,2.0,0,City Hotel,July,Direct,Direct,Transient-Party,No Deposit,0,1,0.21122436989791832
3,1,143.1,2.0,0,City Hotel,June,Direct,Direct,Transient,No Deposit,1,0,0.1526805107752699
104,7,55.3,2.0,0,Resort Hotel,May,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.20748544762797325
11,3,73.6,2.0,2,City Hotel,February,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.051367505975493076
62,10,77.8,2.0,1,Resort Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.2971443781850373
0,2,0.0,1.0,0,City Hotel,August,Complementary,Direct,Transient,No Deposit,1,0,0.16163383128665615
33,2,159.0,2.0,1,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.2984539627092422
36,3,244.16,3.0,1,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.3569464799359166
205,4,55.5,1.0,1,Resort Hotel,June,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.1313207498677694
237,8,244.0,4.0,0,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.7950654331228688
244,3,36.0,2.0,0,Resort Hotel,September,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9878593308860188
1,1,85.0,2.0,2,Resort Hotel,June,Direct,TA/TO,Transient,No Deposit,0,0,0.061211917282310055
292,2,62.0,2.0,0,City Hotel,August,Groups,TA/TO,Transient-Party,Non Refund,0,1,0.9950435005645695
113,7,98.9,2.0,2,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.2589989437446728
29,4,39.0,2.0,3,Resort Hotel,January,Direct,Direct,Transient,No Deposit,0,0,0.017427351810106077
191,4,84.43,2.0,1,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.46626804954075307
316,3,100.0,1.0,0,City Hotel,May,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.4927616270953483
168,3,117.0,2.0,2,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.281676429060867
6,1,65.0,2.0,1,Resort Hotel,December,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.14452434118118643
2,4,126.01,3.0,3,City Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,1,0.09042794149506751
84,7,114.48,2.0,0,Resort Hotel,September,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.20627580649700028
7,2,128.0,4.0,2,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.20993512661829214
28,3,125.77,3.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.36686844272375285
233,3,123.05,2.0,0,City Hotel,August,Direct,Direct,Transient,No Deposit,0,0,0.39557004018691183
10,5,75.0,2.0,1,City Hotel,August,Direct,Direct,Transient,No Deposit,0,0,0.09746092270878916
40,3,67.76,2.0,1,City Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.29289925094334424
274,4,62.0,2.0,0,City Hotel,July,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.4622751806613828
139,3,196.2,3.0,2,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.2960189077950293
117,7,57.8,2.0,3,Resort Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,0,0.10371734563578915
1,2,299.0,4.0,0,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.5494338735663582
73,3,38.67,2.0,0,City Hotel,March,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.10643775067664529
4,3,203.11,2.0,1,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.27949981667995316
117,5,116.05,2.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.4024045800426144
23,3,79.0,2.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.3109290531686161
5,1,125.0,1.0,2,City Hotel,April,Direct,Direct,Transient,No Deposit,0,0,0.04156504714954394
16,4,96.36,2.0,1,Resort Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.22497759418771518
0,1,79.2,2.0,0,City Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,0,0.389360206424793
364,8,60.0,1.0,0,Resort Hotel,October,Groups,Corporate,Transient-Party,No Deposit,0,0,0.4479333117926084
0,1,112.0,1.0,0,City Hotel,October,Corporate,Corporate,Transient,No Deposit,0,0,0.18373700915623079
46,1,48.6,2.0,0,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.4699630209775198
19,2,36.0,1.0,0,Resort Hotel,December,Groups,Corporate,Transient-Party,No Deposit,0,0,0.12231697488799981
112,7,191.43,4.0,0,Resort Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.6329113647673184
10,5,44.8,2.0,1,Resort Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,0,0.21675618935995528
193,4,99.45,2.0,1,City Hotel,August,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.345198141709083
50,2,75.0,2.0,0,City Hotel,October,Groups,Direct,Transient,Non Refund,0,1,0.9825286529124814
121,3,97.54,2.0,0,City Hotel,July,Online TA,TA/TO,Transient-Party,No Deposit,0,1,0.41834247212796355
256,4,90.95,2.0,0,City Hotel,August,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.5914403172251732
43,3,107.1,2.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.2992435875715373
239,8,98.0,2.0,1,Resort Hotel,September,Offline TA/TO,TA/TO,Transient,No Deposit,0,1,0.20089514151340418
384,2,65.0,2.0,0,City Hotel,July,Groups,TA/TO,Transient,Non Refund,0,1,0.9980400143446315
89,2,104.0,2.0,2,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.22997285838881504
13,2,81.0,2.0,0,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.38366206526888375
377,2,62.0,2.0,0,City Hotel,October,Groups,TA/TO,Contract,Non Refund,0,1,0.9972700451247245
35,9,185.0,3.0,3,City Hotel,April,Direct,Direct,Transient,No Deposit,0,1,0.0469600428226431
0,2,109.0,2.0,0,City Hotel,August,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,1,0.1041373022555983
6,7,210.86,2.0,1,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.31333666530544163
292,2,115.0,2.0,0,City Hotel,July,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.29891366888947213
67,2,80.0,2.0,0,City Hotel,February,Groups,TA/TO,Transient,Non Refund,0,1,0.9935966965955285
82,3,189.0,2.0,2,City Hotel,May,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.1448202362725298
1,1,90.0,1.0,0,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.4237497553610568
16,2,89.0,2.0,0,City Hotel,November,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.17625474627271778
241,7,99.0,2.0,2,Resort Hotel,June,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.20420539414940717
450,6,71.1,2.0,0,Resort Hotel,May,Groups,TA/TO,Transient,Non Refund,0,1,0.9984741480410492
144,4,41.4,2.0,0,Resort Hotel,April,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.14147538155842249
72,2,96.0,2.0,0,City Hotel,March,Groups,TA/TO,Transient,Non Refund,0,1,0.9916263767390374
81,4,89.25,2.0,1,City Hotel,October,Online TA,TA/TO,Contract,No Deposit,0,1,0.2747522979437307
80,3,111.6,3.0,2,City Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,0,0.2155372084132289
100,2,114.3,2.0,0,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.5318670101943863
229,5,110.0,2.0,0,City Hotel,July,Groups,TA/TO,Transient,Non Refund,0,1,0.996931401655193
196,8,153.75,2.0,1,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.49446045604117705
46,2,86.0,2.0,1,Resort Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,0,0.2195585175013815
114,4,78.0,2.0,0,City Hotel,February,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.3501773481160925
85,4,148.5,2.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.5545996901963793
144,13,79.05,1.0,0,Resort Hotel,May,Direct,Direct,Transient,No Deposit,0,0,0.29035536030103337
151,3,79.2,2.0,2,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.21581853729044154
204,4,80.75,2.0,2,City Hotel,September,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.055031474212468665
223,7,50.4,1.0,1,Resort Hotel,May,Offline TA/TO,TA/TO,Transient,No Deposit,0,1,0.16046350790684452
3,1,120.0,2.0,0,City Hotel,October,Direct,Direct,Transient,No Deposit,0,1,0.17374674433410828
308,3,78.3,2.0,2,City Hotel,November,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.2838071778406731
72,2,96.3,2.0,1,City Hotel,April,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.2162724892397526
1,10,25.0,1.0,0,Resort Hotel,January,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.14059617943531658
34,5,306.0,2.0,0,Resort Hotel,August,Direct,Direct,Transient,No Deposit,0,0,0.2731196092338944
74,6,189.67,2.0,0,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.5550222462918021
151,2,89.1,2.0,0,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.5728058048189877
3,1,65.0,2.0,0,City Hotel,October,Corporate,Corporate,Transient,No Deposit,0,1,0.18206739501076374
51,2,290.0,4.0,1,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.41541751628977375
157,3,125.0,2.0,0,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.6263602165358144
32,5,93.68,2.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.3492297628986832
23,4,65.0,2.0,1,Resort Hotel,October,Direct,Direct,Transient,No Deposit,0,0,0.07944332059757785
2,1,135.0,2.0,1,Resort Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.20815044346624234
133,4,124.0,2.0,0,City Hotel,April,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.1973933814562489
211,2,100.0,2.0,0,City Hotel,May,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9907817424375409
28,3,95.0,2.0,0,City Hotel,March,Groups,TA/TO,Transient,Non Refund,0,1,0.9902097649981275
207,4,99.45,2.0,1,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.494620830293856
301,2,101.5,2.0,0,City Hotel,August,Offline TA/TO,TA/TO,Transient-Party,Non Refund,0,1,0.9902045818645256
1,1,171.5,2.0,1,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.24262239468382293
40,4,62.0,2.0,0,City Hotel,August,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.2370008250579241
1,1,64.95,2.0,0,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.35013280037352373
133,2,148.5,3.0,0,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.6158811705168277
247,3,110.0,2.0,0,City Hotel,October,Groups,TA/TO,Transient,Non Refund,0,1,0.9971122547995576
41,4,74.88,2.0,0,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.47889611805681404
120,2,98.1,2.0,0,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.5569062050821941
36,3,120.0,2.0,2,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.17766489750464362
68,2,75.0,2.0,0,City Hotel,February,Groups,TA/TO,Transient,Non Refund,0,1,0.9935400360775136
37,2,175.5,3.0,1,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.3616753438629796
157,4,130.0,2.0,0,City Hotel,May,Groups,TA/TO,Transient,Non Refund,0,1,0.9956663132263353
35,2,157.5,2.0,1,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.32582726857287464
134,7,119.85,2.0,1,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.43390394094648604
122,8,81.26,2.0,2,City Hotel,August,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.053176417627962456
44,1,105.0,2.0,1,Resort Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.24736978483507904
115,11,217.82,2.0,1,Resort Hotel,July,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.34610435998241795
22,1,65.0,1.0,0,City Hotel,December,Corporate,Corporate,Transient-Party,No Deposit,0,0,0.12880837094546072
80,4,100.1,2.0,0,City Hotel,April,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.23959811148206434
4,1,85.0,2.0,1,City Hotel,November,Direct,Direct,Transient,No Deposit,0,0,0.0850488864957567
